Sprite Room,Monster Room,Same Room,Neighbor Room,Distance,State,Eats
6,2,0,0,347.229,Change Room,0
5,3,0,0,382.303,Move to random point,0
5,3,0,0,434.484,Move to random point,0
5,3,0,0,435.935,Move to random point,0
2,3,0,1,313.56,Move to random point,0
2,3,0,1,279.76,Move to random point,0
2,3,0,1,270.915,Move to random point,0
2,3,0,1,269.076,Move to random point,0
0,3,0,0,167.474,Move to random point,0
0,3,0,0,48.2491,Move to random point,0
0,3,0,0,166.368,Move to random point,0
0,3,0,0,217.776,Change Room,0
0,2,0,1,164.983,Move to random point,0
2,2,1,0,279.39,Seek,0
0,5,0,0,398.31,Move to random point,0
0,5,0,0,447.787,Move to random point,0
0,5,0,0,441.18,Move to random point,0
0,5,0,0,441.186,Move to random point,0
0,2,0,1,243.47,Move to random point,0
0,2,0,1,298.264,Move to random point,0
0,2,0,1,215.014,Move to random point,0
0,2,0,1,241.246,Change Room,0
4,4,1,0,206.207,Seek,0
5,5,1,0,26.8188,Seek,0
0,5,0,0,398.339,Move to random point,0
0,5,0,0,400.121,Move to random point,0
0,5,0,0,319.272,Move to random point,0
0,5,0,0,460.277,Move to random point,0
0,2,0,1,159.895,Move to random point,0
0,2,0,1,299.326,Change Room,0
3,4,0,0,244.731,Move to random point,0
3,4,0,0,214.942,Move to random point,0
3,4,0,0,355.789,Move to random point,0
3,4,0,0,244.698,Change Room,0
2,5,0,1,100.07,Move to random point,0
0,5,0,0,346.446,Move to random point,0
0,5,0,0,494.426,Move to random point,0
0,2,0,1,290.707,Change Room,0
2,6,0,0,429.086,Move to random point,0
2,6,0,0,361.101,Move to random point,0
2,6,0,0,320.966,Move to random point,0
2,6,0,0,341.472,Change Room,0
0,5,0,0,321.79,Move to random point,0
0,5,0,0,346.091,Move to random point,0
0,2,0,1,315.024,Move to random point,0
0,2,0,1,346.775,Change Room,0
2,2,1,0,227.501,Seek,0
0,5,0,0,398.068,Move to random point,0
0,2,0,1,233.976,Move to random point,0
0,2,0,1,204.477,Move to random point,0
0,2,0,1,305.057,Move to random point,0
0,2,0,1,335.433,Move to random point,0
0,2,0,1,313.979,Change Room,0
4,4,1,0,267.353,Seek,0
0,5,0,0,398.071,Move to random point,0
0,2,0,1,377.797,Move to random point,0
0,2,0,1,303.242,Move to random point,0
0,2,0,1,281.971,Move to random point,0
0,2,0,1,306.297,Move to random point,0
0,2,0,1,285.497,Move to random point,0
0,2,0,1,140.518,Change Room,0
4,4,1,0,186.523,Seek,0
0,5,0,0,398.012,Move to random point,0
0,5,0,0,334.775,Move to random point,0
0,2,0,1,213.96,Move to random point,0
0,2,0,1,396.457,Move to random point,0
0,2,0,1,275.089,Move to random point,0
0,2,0,1,145.231,Move to random point,0
2,2,1,0,147.518,Seek,0
0,5,0,0,398.071,Move to random point,0
0,2,0,1,187.166,Move to random point,0
0,2,0,1,247.41,Move to random point,0
0,2,0,1,220.591,Move to random point,0
0,2,0,1,302.38,Move to random point,0
0,2,0,1,285.404,Move to random point,0
0,2,0,1,130.464,Change Room,0
1,4,0,0,483.056,Move to random point,0
1,4,0,0,367.119,Move to random point,0
2,4,0,0,500.927,Change Room,0
0,2,0,1,357.827,Move to random point,0
0,2,0,1,341.455,Move to random point,0
2,2,1,0,270.707,Seek,0
0,5,0,0,398.176,Move to random point,0
0,5,0,0,383.991,Move to random point,0
0,5,0,0,388.727,Move to random point,0
0,2,0,1,318.643,Move to random point,0
0,2,0,1,163.223,Move to random point,0
0,2,0,1,243.973,Move to random point,0
0,2,0,1,188.216,Move to random point,0
0,2,0,1,283.44,Change Room,0
0,4,0,0,285.264,Move to random point,0
0,4,0,0,303.204,Move to random point,0
0,4,0,0,323.091,Change Room,0
2,5,0,1,168.677,Move to random point,0
2,5,0,1,309.838,Move to random point,0
0,2,0,1,25.3171,Move to random point,0
0,2,0,1,96.6454,Change Room,0
0,6,0,0,611.826,Move to random point,0
2,6,0,0,554.665,Change Room,0
3,5,0,0,231.134,Move to random point,0
3,5,0,0,180.633,Move to random point,0
3,5,0,0,197.09,Move to random point,0
3,5,0,0,295.837,Move to random point,0
2,2,1,0,266.561,Seek,0
1,3,0,0,243.076,Change Room,0
1,2,0,1,208.728,Move to random point,0
1,2,0,1,176.934,Move to random point,0
1,2,0,1,195.92,Move to random point,0
2,2,1,0,91.58,Seek,0
0,5,0,0,398.246,Move to random point,0
0,2,0,1,398.511,Move to random point,0
0,2,0,1,244.872,Move to random point,0
0,2,0,1,139.826,Move to random point,0
0,2,0,1,214.077,Move to random point,0
0,2,0,1,250.522,Move to random point,0
0,2,0,1,166.801,Move to random point,0
0,2,0,1,205.358,Change Room,0
5,5,1,0,11.6412,Reset,1
0,5,0,0,398.125,Move to random point,0
0,2,0,1,401.135,Move to random point,0
0,2,0,1,147.507,Move to random point,0
0,2,0,1,322.989,Move to random point,0
0,2,0,1,397.75,Move to random point,0
0,2,0,1,272.005,Move to random point,0
0,2,0,1,223.053,Move to random point,0
0,2,0,1,202.2,Change Room,0
4,4,1,0,179.76,Seek,0
4,5,0,1,89.4228,Change Room,0
5,2,0,1,352.801,Move to random point,0
2,2,1,0,193.61,Seek,0
0,5,0,0,398.152,Move to random point,0
0,5,0,0,453.559,Move to random point,0
0,5,0,0,368.851,Move to random point,0
0,5,0,0,244.299,Move to random point,0
0,3,0,0,166.681,Change Room,0
4,4,1,0,205.622,Seek,0
0,5,0,0,398.196,Move to random point,0
0,5,0,0,419.578,Move to random point,0
0,5,0,0,256.62,Move to random point,0
0,5,0,0,493.63,Move to random point,0
0,5,0,0,264.761,Move to random point,0
0,5,0,0,455.919,Move to random point,0
0,5,0,0,336.987,Move to random point,0
0,5,0,0,358.241,Change Room,0
3,4,0,0,357.358,Move to random point,0
3,4,0,0,123.167,Move to random point,0
1,4,0,0,345.135,Change Room,0
1,5,0,0,256.817,Move to random point,0
1,5,0,0,331.708,Move to random point,0
2,2,1,0,135.269,Seek,0
2,2,1,0,20.2626,Seek,0
2,2,1,0,10.3375,Reset,1
0,5,0,0,398.181,Move to random point,0
0,2,0,1,226.107,Move to random point,0
0,2,0,1,125.057,Move to random point,0
0,2,0,1,341.492,Move to random point,0
0,2,0,1,253.729,Change Room,0
4,4,1,0,88.1063,Seek,0
0,5,0,0,398.098,Move to random point,0
0,2,0,1,420.416,Move to random point,0
0,2,0,1,286.881,Move to random point,0
0,2,0,1,329.472,Move to random point,0
0,2,0,1,196.132,Move to random point,0
0,2,0,1,173.104,Move to random point,0
2,2,1,0,241.708,Seek,0
0,5,0,0,398.125,Move to random point,0
0,5,0,0,479.208,Move to random point,0
0,5,0,0,311.999,Move to random point,0
0,5,0,0,357.419,Move to random point,0
0,5,0,0,511.189,Move to random point,0
0,5,0,0,412.187,Move to random point,0
0,2,0,1,60.1195,Change Room,0
5,5,1,0,13.6171,Reset,1
0,5,0,0,398.3,Move to random point,0
0,2,0,1,270.076,Move to random point,0
0,2,0,1,180.411,Move to random point,0
0,2,0,1,231.483,Move to random point,0
0,2,0,1,265.325,Move to random point,0
0,2,0,1,227.466,Move to random point,0
0,2,0,1,243.81,Change Room,0
2,4,0,0,329.899,Move to random point,0
2,4,0,0,319.239,Move to random point,0
5,4,0,0,496.901,Change Room,0
0,5,0,0,398.02,Move to random point,0
0,5,0,0,345.017,Move to random point,0
0,2,0,1,354.064,Move to random point,0
0,2,0,1,377.49,Move to random point,0
0,2,0,1,410.305,Move to random point,0
0,2,0,1,364.233,Move to random point,0
0,2,0,1,366.752,Move to random point,0
0,2,0,1,364.969,Change Room,0
4,4,1,0,166.696,Seek,0
5,5,1,0,53.9267,Seek,0
0,5,0,0,398.066,Move to random point,0
0,3,0,0,259.334,Move to random point,0
0,3,0,0,205.198,Move to random point,0
0,3,0,0,128.435,Move to random point,0
0,3,0,0,189.286,Move to random point,0
0,3,0,0,229.107,Move to random point,0
0,3,0,0,243.436,Move to random point,0
0,3,0,0,255.524,Change Room,0
2,4,0,0,366.636,Move to random point,0
2,4,0,0,364.842,Move to random point,0
2,4,0,0,518.359,Change Room,0
0,5,0,0,398.066,Move to random point,0
0,5,0,0,295.61,Move to random point,0
0,5,0,0,261.374,Move to random point,0
0,5,0,0,263.662,Move to random point,0
0,5,0,0,254.456,Move to random point,0
0,5,0,0,391.623,Move to random point,0
0,5,0,0,361.659,Move to random point,0
0,2,0,1,183.403,Change Room,0
2,4,0,0,255.211,Move to random point,0
3,4,0,0,158.117,Change Room,0
3,2,0,1,87.7445,Move to random point,0
2,2,1,0,204.72,Seek,0
0,5,0,0,398.194,Move to random point,0
0,5,0,0,441.971,Move to random point,0
0,5,0,0,485.452,Move to random point,0
0,2,0,1,196.687,Move to random point,0
0,2,0,1,275.382,Move to random point,0
0,2,0,1,306.952,Change Room,0
6,4,0,0,433.527,Move to random point,0
6,4,0,0,445.436,Move to random point,0
6,4,0,0,276.347,Change Room,0
2,2,1,0,10.579,Reset,1
0,5,0,0,398.117,Move to random point,0
0,5,0,0,546.908,Move to random point,0
0,5,0,0,558.53,Move to random point,0
0,2,0,1,369.488,Move to random point,0
0,2,0,1,363.707,Move to random point,0
0,2,0,1,407.705,Change Room,0
3,4,0,0,137.329,Move to random point,0
3,4,0,0,168.747,Move to random point,0
3,4,0,0,54.7254,Move to random point,0
3,4,0,0,262.738,Change Room,0
2,2,1,0,147.72,Seek,0
2,2,1,0,134.959,Seek,0
2,2,1,0,12.5917,Reset,1
0,5,0,0,398.067,Move to random point,0
0,2,0,1,318.904,Move to random point,0
0,2,0,1,428.371,Move to random point,0
0,2,0,1,229.988,Move to random point,0
0,2,0,1,342.58,Move to random point,0
0,2,0,1,225.378,Change Room,0
5,4,0,0,408.387,Move to random point,0
6,4,0,0,335.097,Change Room,0
2,5,0,1,256.073,Move to random point,0
2,2,1,0,10.9816,Reset,1
0,5,0,0,398.245,Move to random point,0
0,5,0,0,492.892,Move to random point,0
0,5,0,0,357.26,Move to random point,0
0,5,0,0,319,Move to random point,0
0,2,0,1,129.963,Move to random point,0
0,2,0,1,163.35,Move to random point,0
5,2,0,1,119.985,Change Room,0
5,5,1,0,10.1544,Reset,1
0,5,0,0,398.197,Move to random point,0
0,2,0,1,316.134,Move to random point,0
0,2,0,1,316.802,Move to random point,0
0,2,0,1,305.516,Move to random point,0
0,2,0,1,336.452,Move to random point,0
0,2,0,1,330.394,Move to random point,0
0,2,0,1,344.266,Change Room,0
1,4,0,0,366.273,Move to random point,0
1,4,0,0,355.101,Move to random point,0
1,4,0,0,592.94,Move to random point,0
2,4,0,0,338.417,Change Room,0
2,2,1,0,37.0908,Seek,0
2,2,1,0,9.99995,Reset,1
0,5,0,0,398.221,Move to random point,0
0,5,0,0,408.915,Move to random point,0
0,3,0,0,242.98,Move to random point,0
0,3,0,0,207.502,Move to random point,0
0,3,0,0,218.041,Move to random point,0
0,3,0,0,191.464,Move to random point,0
0,3,0,0,177.485,Move to random point,0
0,3,0,0,166.38,Change Room,0
4,4,1,0,154.293,Seek,0
4,5,0,1,120.473,Change Room,0
5,5,1,0,226.77,Seek,0
0,5,0,0,398.079,Move to random point,0
0,5,0,0,411.74,Move to random point,0
0,3,0,0,89.9067,Move to random point,0
0,3,0,0,129.836,Move to random point,0
0,3,0,0,181.204,Move to random point,0
0,3,0,0,78.0503,Change Room,0
0,4,0,0,280.825,Move to random point,0
0,4,0,0,464.465,Change Room,0
2,2,1,0,12.1936,Reset,1
0,5,0,0,398.209,Move to random point,0
0,2,0,1,184.8,Move to random point,0
0,2,0,1,244.191,Move to random point,0
0,2,0,1,156.372,Move to random point,0
0,2,0,1,125.069,Move to random point,0
0,2,0,1,346.973,Move to random point,0
0,2,0,1,144.865,Change Room,0
3,4,0,0,221.521,Move to random point,0
3,4,0,0,179.109,Move to random point,0
3,4,0,0,83.2626,Change Room,0
4,5,0,1,181.607,Move to random point,0
4,5,0,1,142.62,Move to random point,0
4,0,0,0,235.185,Change Room,0
0,6,0,0,374.713,Move to random point,0
0,6,0,0,394.161,Move to random point,0
2,6,0,0,503.306,Change Room,0
2,2,1,0,184.925,Seek,0
2,2,1,0,57.0936,Seek,0
2,2,1,0,13.6716,Reset,1
0,5,0,0,398.142,Move to random point,0
0,2,0,1,304.162,Move to random point,0
0,2,0,1,224.595,Move to random point,0
0,2,0,1,227.895,Move to random point,0
0,2,0,1,185.483,Move to random point,0
0,2,0,1,182.886,Move to random point,0
0,2,0,1,355.294,Change Room,0
4,4,1,0,241.523,Seek,0
0,5,0,0,398.126,Move to random point,0
0,5,0,0,306.246,Move to random point,0
0,2,0,1,294.772,Move to random point,0
0,2,0,1,193.074,Move to random point,0
0,2,0,1,205.3,Move to random point,0
0,2,0,1,325.606,Change Room,0
2,4,0,0,276.587,Move to random point,0
2,4,0,0,160.112,Move to random point,0
2,4,0,0,339.473,Move to random point,0
2,4,0,0,382.36,Move to random point,0
1,4,0,0,490.474,Change Room,0
1,2,0,1,182.023,Move to random point,0
1,2,0,1,170.313,Move to random point,0
1,2,0,1,170.853,Move to random point,0
2,2,1,0,223.172,Seek,0
0,5,0,0,398.33,Move to random point,0
0,2,0,1,315.301,Move to random point,0
0,2,0,1,352.908,Move to random point,0
0,2,0,1,284.684,Move to random point,0
0,2,0,1,223.443,Move to random point,0
0,2,0,1,192.153,Move to random point,0
0,2,0,1,183.297,Move to random point,0
0,2,0,1,295.021,Change Room,0
1,4,0,0,515.625,Move to random point,0
1,4,0,0,310.617,Move to random point,0
1,4,0,0,361.796,Move to random point,0
1,4,0,0,310.719,Move to random point,0
2,4,0,0,418.529,Change Room,0
6,5,0,1,293.375,Move to random point,0
6,2,0,0,381.518,Move to random point,0
5,2,0,1,278.491,Change Room,0
0,5,0,0,398.28,Move to random point,0
0,2,0,1,300.385,Move to random point,0
0,2,0,1,315.099,Move to random point,0
0,2,0,1,281.398,Move to random point,0
0,2,0,1,289.31,Move to random point,0
0,2,0,1,304.808,Move to random point,0
0,2,0,1,344.657,Change Room,0
1,4,0,0,335.653,Move to random point,0
1,4,0,0,397.929,Move to random point,0
1,4,0,0,368.027,Move to random point,0
1,4,0,0,310.03,Move to random point,0
5,4,0,0,477.05,Change Room,0
4,5,0,1,123.845,Move to random point,0
4,2,0,0,433.645,Move to random point,0
5,2,0,1,357.307,Move to random point,0
5,2,0,1,372.772,Change Room,0
0,6,0,0,451.735,Move to random point,0
0,6,0,0,499.288,Move to random point,0
0,6,0,0,453.356,Move to random point,0
0,6,0,0,446.501,Change Room,0
0,2,0,1,190.777,Move to random point,0
2,2,1,0,254.224,Seek,0
0,5,0,0,398.238,Move to random point,0
0,5,0,0,448.782,Move to random point,0
0,5,0,0,471.317,Move to random point,0
0,5,0,0,242.791,Move to random point,0
0,5,0,0,387.488,Move to random point,0
0,2,0,1,128.049,Change Room,0
5,5,1,0,11.3249,Reset,1
0,5,0,0,398.261,Move to random point,0
0,5,0,0,450.181,Move to random point,0
0,2,0,1,348.552,Move to random point,0
0,2,0,1,319.501,Move to random point,0
0,2,0,1,290.6,Move to random point,0
0,2,0,1,250.464,Move to random point,0
0,2,0,1,262.456,Move to random point,0
0,2,0,1,320.491,Change Room,0
1,4,0,0,354.842,Move to random point,0
1,4,0,0,351.075,Move to random point,0
1,4,0,0,514.514,Move to random point,0
2,4,0,0,528.379,Change Room,0
2,5,0,1,391.673,Move to random point,0
2,2,1,0,54.4734,Seek,0
2,2,1,0,11.2364,Reset,1
0,5,0,0,398.066,Move to random point,0
0,5,0,0,389.072,Move to random point,0
0,5,0,0,314.64,Move to random point,0
0,5,0,0,400.304,Move to random point,0
0,5,0,0,507.502,Move to random point,0
0,2,0,1,404.324,Move to random point,0
0,2,0,1,197.326,Change Room,0
1,4,0,0,484.636,Move to random point,0
1,4,0,0,382.122,Move to random point,0
1,4,0,0,344.295,Change Room,0
6,2,0,0,412.178,Move to random point,0
6,2,0,0,435.524,Move to random point,0
6,2,0,0,344.923,Change Room,0
0,5,0,0,398.151,Move to random point,0
0,5,0,0,451.185,Move to random point,0
0,5,0,0,270.569,Move to random point,0
0,5,0,0,490.538,Move to random point,0
0,5,0,0,299.716,Move to random point,0
0,5,0,0,359.552,Move to random point,0
0,5,0,0,473.029,Change Room,0
5,4,0,0,208.454,Move to random point,0
5,4,0,0,256.35,Move to random point,0
5,4,0,0,222.372,Move to random point,0
2,4,0,0,388.059,Change Room,0
0,5,0,0,180.299,Move to random point,0
0,5,0,0,523.272,Move to random point,0
0,5,0,0,420.592,Move to random point,0
0,5,0,0,325.988,Move to random point,0
2,5,0,1,340.477,Change Room,0
6,6,1,0,280.791,Seek,0
6,6,1,0,9.97161,Reset,1
0,5,0,0,398.213,Move to random point,0
0,5,0,0,405.839,Move to random point,0
0,5,0,0,378.619,Move to random point,0
0,5,0,0,378.583,Move to random point,0
0,5,0,0,413.524,Move to random point,0
0,5,0,0,410.816,Move to random point,0
0,5,0,0,412.103,Move to random point,0
2,5,0,1,345.922,Change Room,0
3,4,0,0,248.568,Move to random point,0
3,4,0,0,150.927,Move to random point,0
3,4,0,0,171.45,Move to random point,0
3,4,0,0,375.447,Move to random point,0
3,4,0,0,287.294,Move to random point,0
3,4,0,0,46.8632,Move to random point,0
3,4,0,0,113.076,Move to random point,0
2,4,0,0,307.461,Change Room,0
2,2,1,0,80.7173,Seek,0
5,2,0,1,62.1053,Move to random point,0
5,2,0,1,201.812,Move to random point,0
5,2,0,1,123.075,Change Room,0
5,6,0,1,50.5088,Move to random point,0
5,6,0,1,190.665,Move to random point,0
2,6,0,0,264.482,Change Room,0
3,5,0,0,210.135,Move to random point,0
3,5,0,0,83.8479,Move to random point,0
3,5,0,0,237.544,Move to random point,0
2,5,0,1,210.183,Move to random point,0
1,5,0,0,281.839,Change Room,0
1,2,0,1,259.49,Move to random point,0
1,2,0,1,114.602,Move to random point,0
1,2,0,1,177.746,Move to random point,0
1,2,0,1,166.413,Move to random point,0
2,2,1,0,95.8947,Seek,0
0,5,0,0,398.067,Move to random point,0
0,5,0,0,323.745,Move to random point,0
0,2,0,1,201.386,Move to random point,0
0,2,0,1,201.974,Move to random point,0
0,2,0,1,315.229,Move to random point,0
0,2,0,1,158.379,Change Room,0
2,4,0,0,308.791,Move to random point,0
2,4,0,0,197.85,Move to random point,0
1,4,0,0,432.62,Change Room,0
1,5,0,0,331.363,Move to random point,0
1,2,0,1,142.306,Move to random point,0
1,2,0,1,178.381,Move to random point,0
1,2,0,1,231.979,Change Room,0
5,6,0,1,186.354,Move to random point,0
5,6,0,1,198.826,Move to random point,0
5,6,0,1,199.817,Move to random point,0
2,6,0,0,175.726,Change Room,0
0,5,0,0,145.726,Move to random point,0
0,2,0,1,358.688,Move to random point,0
0,2,0,1,218.077,Move to random point,0
0,2,0,1,237.902,Change Room,0
2,2,1,0,85.5894,Seek,0
0,5,0,0,398.177,Move to random point,0
0,5,0,0,486.723,Move to random point,0
0,2,0,1,201.512,Move to random point,0
0,2,0,1,366.607,Move to random point,0
0,2,0,1,204.713,Move to random point,0
0,2,0,1,264.427,Change Room,0
6,4,0,0,448.97,Move to random point,0
6,4,0,0,224.279,Change Room,0
0,5,0,0,398.043,Move to random point,0
0,5,0,0,304.266,Move to random point,0
0,5,0,0,333.747,Move to random point,0
0,5,0,0,331.431,Move to random point,0
0,5,0,0,390.082,Move to random point,0
0,5,0,0,244.906,Move to random point,0
0,5,0,0,571.226,Move to random point,0
0,3,0,0,126.158,Change Room,0
5,4,0,0,319.188,Move to random point,0
2,4,0,0,472.633,Change Room,0
2,2,1,0,199.356,Seek,0
0,5,0,0,398.086,Move to random point,0
0,2,0,1,226.397,Move to random point,0
0,2,0,1,295.429,Move to random point,0
0,2,0,1,329.549,Move to random point,0
0,2,0,1,211.437,Move to random point,0
0,2,0,1,298.959,Move to random point,0
0,2,0,1,297.549,Change Room,0
4,4,1,0,241.006,Seek,0
0,5,0,0,398.045,Move to random point,0
0,5,0,0,266.129,Move to random point,0
0,5,0,0,367.976,Move to random point,0
0,5,0,0,263.796,Move to random point,0
0,5,0,0,251.973,Move to random point,0
0,2,0,1,282.558,Move to random point,0
0,2,0,1,297.45,Move to random point,0
0,2,0,1,133.411,Change Room,0
3,4,0,0,188.146,Move to random point,0
2,4,0,0,274.312,Change Room,0
0,5,0,0,501.429,Move to random point,0
2,0,0,0,133.426,Move to random point,0
0,5,0,0,398.135,Move to random point,0
0,2,0,1,282.623,Move to random point,0
0,2,0,1,315.942,Move to random point,0
0,2,0,1,416.712,Move to random point,0
0,2,0,1,244.551,Move to random point,0
0,2,0,1,421.386,Move to random point,0
0,2,0,1,156.583,Change Room,0
5,4,0,0,202.622,Move to random point,0
5,4,0,0,234.93,Move to random point,0
5,4,0,0,335.517,Move to random point,0
2,4,0,0,285.768,Change Room,0
0,2,0,1,415.851,Move to random point,0
0,2,0,1,284.562,Move to random point,0
0,2,0,1,350.193,Change Room,0
1,6,0,0,420.377,Move to random point,0
1,6,0,0,511.939,Move to random point,0
1,6,0,0,494.847,Move to random point,0
1,6,0,0,551.192,Change Room,0
2,5,0,1,320.363,Move to random point,0
2,5,0,1,258.344,Move to random point,0
2,5,0,1,123.824,Move to random point,0
2,5,0,1,299.21,Move to random point,0
2,5,0,1,257.968,Change Room,0
2,2,1,0,166.981,Seek,0
2,2,1,0,78.8542,Seek,0
2,2,1,0,9.8416,Reset,1
0,5,0,0,398.169,Move to random point,0
0,2,0,1,280.22,Move to random point,0
0,2,0,1,160.956,Move to random point,0
0,2,0,1,160.133,Move to random point,0
0,2,0,1,291.847,Move to random point,0
0,2,0,1,163.546,Change Room,0
6,4,0,0,458.97,Move to random point,0
6,4,0,0,281.834,Change Room,0
5,2,0,1,232.477,Move to random point,0
2,2,1,0,209.96,Seek,0
5,2,0,1,167.313,Change Room,0
5,6,0,1,245.32,Move to random point,0
5,6,0,1,116.968,Move to random point,0
5,6,0,1,194.638,Move to random point,0
2,6,0,0,290.233,Change Room,0
0,5,0,0,340.619,Move to random point,0
0,5,0,0,385.359,Move to random point,0
0,5,0,0,253.034,Move to random point,0
0,2,0,1,316.037,Move to random point,0
2,2,1,0,112.558,Seek,0
0,5,0,0,398.075,Move to random point,0
0,5,0,0,248.275,Move to random point,0
0,5,0,0,448.497,Move to random point,0
0,5,0,0,536.384,Move to random point,0
0,5,0,0,414.237,Move to random point,0
0,5,0,0,494.551,Move to random point,0
0,2,0,1,295.974,Change Room,0
4,4,1,0,102.682,Seek,0
0,5,0,0,398.235,Move to random point,0
0,2,0,1,237.653,Move to random point,0
0,2,0,1,327.509,Move to random point,0
0,2,0,1,326.83,Move to random point,0
0,2,0,1,256.174,Move to random point,0
0,2,0,1,294.918,Move to random point,0
0,2,0,1,259.01,Move to random point,0
0,2,0,1,326.998,Change Room,0
6,4,0,0,463.731,Move to random point,0
6,4,0,0,338.645,Move to random point,0
6,4,0,0,392.27,Move to random point,0
6,4,0,0,354.213,Change Room,0
2,2,1,0,10.0441,Reset,1
0,5,0,0,398.162,Move to random point,0
0,2,0,1,373.616,Move to random point,0
0,2,0,1,398.111,Move to random point,0
0,2,0,1,252.016,Move to random point,0
0,2,0,1,187.811,Move to random point,0
0,2,0,1,282.507,Move to random point,0
0,2,0,1,385.486,Move to random point,0
0,2,0,1,231.638,Change Room,0
2,4,0,0,478.445,Move to random point,0
5,4,0,0,376.576,Change Room,0
6,5,0,1,296.04,Move to random point,0
6,5,0,1,175.874,Move to random point,0
6,5,0,1,288.078,Move to random point,0
5,5,1,0,97.5486,Seek,0
0,5,0,0,398.017,Move to random point,0
0,2,0,1,334.022,Move to random point,0
0,2,0,1,262.909,Move to random point,0
0,2,0,1,258.31,Move to random point,0
0,2,0,1,254.605,Move to random point,0
0,2,0,1,314.909,Change Room,0
5,4,0,0,295.441,Move to random point,0
4,4,1,0,165.943,Seek,0
0,5,0,0,398.092,Move to random point,0
0,5,0,0,379.339,Move to random point,0
0,5,0,0,379.216,Move to random point,0
0,5,0,0,318.266,Move to random point,0
0,5,0,0,338.379,Move to random point,0
0,2,0,1,152.59,Change Room,0
6,4,0,0,473.624,Move to random point,0
5,4,0,0,353.92,Change Room,0
1,5,0,0,332.6,Move to random point,0
1,2,0,1,218.629,Move to random point,0
1,2,0,1,257.304,Move to random point,0
5,2,0,1,23.3721,Change Room,0
5,5,1,0,10.3729,Reset,1
0,5,0,0,398.332,Move to random point,0
0,5,0,0,341.47,Move to random point,0
0,5,0,0,371.508,Move to random point,0
0,5,0,0,455.749,Move to random point,0
0,5,0,0,294.445,Move to random point,0
0,2,0,1,183.565,Change Room,0
3,4,0,0,165.272,Move to random point,0
3,4,0,0,169.658,Move to random point,0
2,4,0,0,79.4976,Move to random point,0
5,4,0,0,403.947,Change Room,0
6,5,0,1,188.514,Move to random point,0
6,2,0,0,390.146,Move to random point,0
5,2,0,1,436.511,Move to random point,0
2,2,1,0,226.108,Seek,0
0,5,0,0,398.045,Move to random point,0
0,2,0,1,247.92,Move to random point,0
0,2,0,1,403.513,Move to random point,0
0,2,0,1,229.689,Move to random point,0
0,2,0,1,205.115,Move to random point,0
0,2,0,1,261.022,Change Room,0
5,4,0,0,368.571,Move to random point,0
2,4,0,0,309.182,Change Room,0
2,5,0,1,314.861,Move to random point,0
2,5,0,1,242.97,Move to random point,0
2,5,0,1,155.17,Move to random point,0
2,2,1,0,219.736,Seek,0
2,2,1,0,12.5183,Reset,1
0,5,0,0,398.105,Move to random point,0
0,5,0,0,424.16,Move to random point,0
0,5,0,0,413.037,Move to random point,0
0,5,0,0,356.532,Move to random point,0
0,5,0,0,460.366,Move to random point,0
2,2,1,0,294.103,Seek,0
0,5,0,0,398.127,Move to random point,0
0,5,0,0,409.904,Move to random point,0
0,2,0,1,213.398,Move to random point,0
0,2,0,1,347.532,Move to random point,0
0,2,0,1,205.58,Change Room,0
2,4,0,0,316.121,Move to random point,0
0,4,0,0,210.939,Change Room,0
0,2,0,1,164.427,Move to random point,0
0,2,0,1,181.713,Move to random point,0
2,2,1,0,161.301,Seek,0
0,5,0,0,398.078,Move to random point,0
0,5,0,0,302.572,Move to random point,0
0,2,0,1,193.255,Move to random point,0
0,2,0,1,184.512,Move to random point,0
0,2,0,1,273.743,Change Room,0
5,4,0,0,219.079,Move to random point,0
2,4,0,0,315.044,Move to random point,0
2,4,0,0,300.304,Change Room,0
0,5,0,0,398.008,Move to random point,0
0,2,0,1,243.627,Move to random point,0
0,2,0,1,180.216,Move to random point,0
0,2,0,1,179.135,Move to random point,0
0,2,0,1,315.185,Move to random point,0
0,2,0,1,178.718,Move to random point,0
0,2,0,1,120.053,Move to random point,0
0,2,0,1,139.333,Change Room,0
1,4,0,0,545.497,Move to random point,0
2,4,0,0,569.508,Change Room,0
0,5,0,0,266.972,Move to random point,0
0,5,0,0,254.9,Move to random point,0
0,2,0,1,176.432,Move to random point,0
2,2,1,0,236.575,Seek,0
0,5,0,0,398.144,Move to random point,0
0,2,0,1,345.466,Move to random point,0
0,2,0,1,367.627,Move to random point,0
0,2,0,1,350.867,Move to random point,0
0,2,0,1,199.937,Move to random point,0
0,2,0,1,385.176,Move to random point,0
0,2,0,1,340.433,Move to random point,0
0,2,0,1,137.093,Change Room,0
1,4,0,0,377.474,Move to random point,0
2,4,0,0,516.99,Move to random point,0
2,4,0,0,422.402,Change Room,0
0,2,0,1,141.896,Move to random point,0
2,2,1,0,198.669,Seek,0
0,5,0,0,398.162,Move to random point,0
0,5,0,0,499.437,Move to random point,0
0,2,0,1,263.56,Move to random point,0
0,2,0,1,292.02,Move to random point,0
0,2,0,1,320.456,Move to random point,0
0,2,0,1,203.638,Move to random point,0
0,2,0,1,294.493,Move to random point,0
0,2,0,1,162.517,Change Room,0
2,4,0,0,402.089,Move to random point,0
2,4,0,0,198.845,Change Room,0
4,5,0,1,113.468,Move to random point,0
